UID;GUID;element;exit_codes;result_id;start;end;type
00BEBCF7-833A-4869-9589-E67EBCF13CC5;00000000-0000-0005-5110-581486684385;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|5480|3626|966|3343|4867|1853|4853|5422|4877|4882|2001|2816|1834|3597|986|3111|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|397|397|332|560|560|189|397|218|397|332|332|560|466|397|397|299|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-09 17:53:28;2017-02-09 17:54:13;0.0
038083DF-8D1E-4448-9FE4-D52C354CCF7F;00000000-0000-0008-7645-751490033592;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|242|4869|463|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5005|4849|4861|5882|4589|935|4870|1408|3833|3834|1839|4590|936|5441|5442|211|208|215|205|4863|3249|3267|990|231|4864|4692|5277|5280|1531|5281|393|398|392|397|5427|3597|986|3110|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|54|397|218|218|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|553|397|218|208|397|174|397|125|560|574|574|397|174|426|397|397|553|553|397|397|491|378|397|401|397|28|67|515|580|397|415|12|397|579|397|397|397|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-03-20 13:13:16;2017-03-20 13:14:21;2.0
07C33B4E-608D-4284-86E7-9651D3050023;00000000-0000-0008-4413-081489853134;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|5480|3626|966|3343|4867|1853|4853|5422|4877|4882|2001|2816|4884|1835|3597|986|3111|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|397|397|332|560|560|189|397|218|397|332|332|560|465|236|397|397|299|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-03-18 11:05:50;2017-03-18 11:06:47;2.0
0AAAF236-18F7-44A8-842A-CB8B06317CBA;00000000-0000-0005-5512-561483710181;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4888|1840|4883|4859|5050|3138|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|0|491|397|474|580|397|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-06 07:43:23;2017-01-06 07:44:25;2.0
142CAA57-6212-434C-A379-84D679BE9B00;00000000-0000-0004-9513-571485440659;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-26 08:24:43;2017-01-26 08:25:58;2.0
1EF8F932-39FA-49B8-B64C-607D772710C4;00000000-0000-0008-1228-551483976670;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4888|1840|4883|4859|5050|3138|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|0|491|397|474|580|397|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-09 09:44:52;2017-01-09 09:45:44;2.0
2203B9F4-79FA-4394-903C-63D2A6060485;00000000-0000-0008-4135-221491229862;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|1829|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|466|0|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|2|1;2017-04-03 09:31:17;2017-04-03 09:31:28;0.0
2F47EB5F-C793-47A4-8D04-3395EEFCD799;00000000-0000-0005-4060-881486483354;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|1846|4873|5043|5499|2045|1829|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|466|332|560|560|256|397|491|218|397|491|397|466|397|139|397|397|0|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|2|1;2017-02-07 10:02:50;2017-02-07 10:03:20;2.0
41B882B5-20DD-4B21-B758-9CCBF65A3652;00000000-0000-0008-1349-011487190325;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4888|1840|4883|4859|5050|3138|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5278|5932|1798|4325|4854|4272|1806|4852|1604|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|0|491|397|474|580|397|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|75|580|397|397|93|116|491|397|218|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-15 14:25:41;2017-02-15 14:26:58;0.0
57613C90-0A9D-4FAD-8DAD-26798AA00D08;00000000-0000-0005-5096-361484575413;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-16 08:03:57;2017-01-16 08:05:06;0.0
58495B00-E10A-4216-B163-1A4713522B2E;00000000-0000-0005-5023-281486070547;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|207|1868|1489|2020|1849|80|1168|2673|3509|1169|1829|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|553|553|397|397|397|511|507|320|397|560|397|294|491|299|465|0|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|2|1;2017-02-02 15:22:48;2017-02-02 15:22:55;0.0
585D2888-F98A-4DE6-8FD6-A7116DCD8E9E;00000000-0000-0004-9197-111486663549;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|207|1868|1489|2020|1849|80|1168|2673|3509|1169|4878|5480|3626|966|3343|4867|1853|4853|5422|4877|4882|2001|2816|4884|1835|3597|986|3111|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|553|553|397|397|397|511|507|320|397|560|397|294|491|299|465|397|299|397|332|560|560|189|397|218|397|332|332|560|465|236|397|397|299|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-09 12:06:11;2017-02-09 12:06:59;0.0
5AD08351-6500-4B82-A174-F8F927E5BEB7;00000000-0000-0008-6049-531488220150;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|207|1868|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|5497|5005|4849|4861|5430|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|4191|5535|3870|3858|4592|936|5484|5006|836|835|4871|5507|935|4052|5429|5007|1834|3597|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|553|553|397|397|397|511|507|320|397|560|397|294|491|299|465|465|218|489|397|231|332|560|560|256|397|580|397|397|218|295|397|43|397|397|301|125|560|574|574|397|328|483|551|397|133|301|43|410|397|397|397|397|98|397|466|552|397|397|397|397|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-27 12:29:15;2017-02-27 12:30:35;2.0
6218C765-48ED-4135-9C9A-406E5C478A64;00000000-0000-0008-7104-851489085542;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|242|4869|463|2828|4862|4848|5498|4865|5424|2041|1846|4873|5043|5499|2045|1846|4873|5044|4874|506|1829|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|54|397|218|218|397|491|218|397|491|397|466|397|139|397|397|466|397|288|397|139|0|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|2|1;2017-03-09 12:52:45;2017-03-09 12:54:01;2.0
6232B048-BFBF-4E63-A64E-143BE5F06623;00000000-0000-0005-5556-211491631959;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|1846|4873|5043|5499|2045|4875|5486|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|935|4870|1408|3833|3834|1839|4590|936|5441|5442|211|208|215|205|4863|3249|3267|990|231|4864|1877|4880|111|4888|1840|4883|5427|3597|986|3110|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|466|397|139|397|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|174|397|125|560|574|574|397|174|426|397|397|482|553|397|397|491|378|397|401|397|28|580|218|0|491|397|349|397|397|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|2|1;2017-04-08 01:12:53;2017-04-08 01:13:57;0.0
63B966B6-89F2-4FA1-BF12-75A1DFE56B0B;00000000-0000-0008-1509-531486042817;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-02 07:40:40;2017-02-02 07:41:44;2.0
662B54F8-176A-4BA2-9BAD-34A4D2772209;00000000-0000-0008-7035-341490213956;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1829|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|0|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|2|1;2017-03-22 15:19:21;2017-03-22 15:19:25;0.0
68E61A90-3F51-4C60-8485-8886E3E159F0;00000000-0000-0008-1305-071487979255;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|4887|207|1868|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|242|4869|463|2828|4862|5497|5005|4849|4861|5430|4589|935|4870|1408|3833|3834|1839|4590|936|5441|5442|211|208|215|205|4863|1883|3249|3267|990|231|4864|4692|5277|5280|1531|5281|393|4284|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|553|553|397|397|397|560|218|507|320|397|560|397|294|491|299|465|465|218|489|397|231|332|560|560|54|397|218|218|397|580|397|397|218|295|397|174|397|125|560|574|574|397|174|426|397|397|553|553|397|397|580|580|378|397|401|397|28|67|515|580|397|415|21|249|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|327|397|491|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-24 17:34:19;2017-02-24 17:35:39;0.0
6E9362B8-D8E3-4BC4-8EE4-D8004FF96C37;00000000-0000-0008-6095-621486480656;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-07 09:17:59;2017-02-07 09:19:07;1.0
709CD921-2E70-4FFC-AF06-A0EEA3F24547;00000000-0000-0005-0069-891484000550;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|1846|4873|5043|5499|2045|4888|1840|4883|4859|5050|3138|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|466|397|139|397|397|0|491|397|474|580|397|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-09 16:22:54;2017-01-09 16:24:01;2.0
727AC67B-AD13-496A-912A-87586E15E681;00000000-0000-0008-4573-381491332398;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|1829|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|0|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|2|1;2017-04-04 14:00:20;2017-04-04 14:00:58;0.0
72E21861-D281-4BC7-88CF-E43F23DCDA4F;00000000-0000-0008-2418-981486068581;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|207|1868|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4881|2672|5436|4886|5500|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|553|553|397|397|397|511|507|320|397|560|397|294|491|299|465|465|218|489|397|272|218|397|185|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-02 14:49:55;2017-02-02 14:50:13;0.0
